run_id,seed,method,n_features,accuracy,precision,recall,f1,roc_auc,training_time
27,69,rf_topk,10,0.9356876123737956,0.9370396108408617,0.9982232750962393,0.9666642770091046,0.6795851186406985,0.03532004356384277
27,69,rf_median,23,0.9357337144437785,0.9371235288666482,0.9981739216266904,0.9666857852977727,0.7022256515227843,0.09103012084960938
28,70,baseline,46,0.9358259185837444,0.9370888538867784,0.9983219820353371,0.9667367616134582,0.706674992862915,3.329374074935913
28,70,variance_threshold,43,0.9358720206537273,0.9370512761128352,0.9984206889744349,0.96676304030967,0.7040282792272179,2.995604991912842
28,70,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6479301348278766,0.05428194999694824
28,70,mutual_info,10,0.936194735143608,0.9372336483231425,0.9985687493830816,0.9669295101553166,0.627277935462516,0.12157583236694336
28,70,rfe,10,0.9341201419943755,0.9342402582430251,0.9998519395913533,0.9659332014208406,0.6377874442424948,0.03906679153442383
28,70,rfecv,35,0.9358259185837444,0.9370483602001112,0.998371335504886,0.9667383512544803,0.7062257864936443,0.21985507011413574
28,70,l1,42,0.9358259185837444,0.9370888538867784,0.9983219820353371,0.9667367616134582,0.7067790185104177,0.28371310234069824
28,70,rf_topk,10,0.9359181227237103,0.93701370878103,0.9985193959135327,0.9667893152386868,0.6698765762631294,0.0367131233215332
28,70,rf_median,23,0.9360103268636761,0.9371005094951367,0.9985193959135327,0.9668355156264934,0.6912494606173474,0.11420011520385742
29,71,baseline,46,0.9360103268636761,0.9371815065320115,0.9984206889744349,0.9668323456318103,0.7012535712191288,3.368011236190796
29,71,variance_threshold,43,0.9358720206537273,0.9370107915335093,0.9984700424439839,0.9667646285809859,0.6958300773512887,3.1676506996154785
29,71,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6409612626033531,0.0378880500793457
29,71,mutual_info,10,0.9359181227237103,0.937094682230869,0.9984206889744349,0.9667861409796894,0.6349668192030793,0.11508512496948242
29,71,rfe,10,0.9343045502743074,0.9343725499239035,0.9999012930609021,0.9660269400405292,0.6277452047181227,0.039762258529663086
29,71,rfecv,32,0.9359642247936932,0.9370975959979619,0.9984700424439839,0.9668108288929774,0.7002133492811697,0.1889481544494629
29,71,l1,45,0.9360103268636761,0.9371815065320115,0.9984206889744349,0.9668323456318103,0.7012554707578449,0.31939101219177246
29,71,rf_topk,10,0.9359642247936932,0.937178596247394,0.998371335504886,0.9668076564628288,0.6779592343795233,0.03462386131286621
29,71,rf_median,23,0.9359181227237103,0.937094682230869,0.9984206889744349,0.9667861409796894,0.691250358581104,0.10278606414794922
30,72,baseline,46,0.9353187958139321,0.9365307161705476,0.9984206889744349,0.966485918352722,0.7025043311209578,3.2886340618133545
30,72,variance_threshold,43,0.9355032040938638,0.9365828820071287,0.9985687493830816,0.9665830646124448,0.6999741455512216,3.0326030254364014
30,72,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6507878526778557,0.050126075744628906
30,72,mutual_info,10,0.935410999953898,0.9364557782200212,0.9986181028526305,0.9665384890969453,0.6232850878129119,0.11680197715759277
30,72,rfe,10,0.9342584482043244,0.9342894033016693,0.9999506465304511,0.9660055306570039,0.6270713001872807,0.050878047943115234
30,72,rfecv,39,0.935410999953898,0.9364961814394817,0.9985687493830816,0.9665368906298517,0.7007796881150836,0.26097893714904785
30,72,l1,42,0.9353187958139321,0.9365307161705476,0.9984206889744349,0.966485918352722,0.7025652890452083,0.31099796295166016
30,72,rf_topk,10,0.935364897883915,0.9364528371748588,0.9985687493830816,0.966513805292825,0.6729697160341583,0.034748077392578125
30,72,rf_median,23,0.9353187958139321,0.9364094969222937,0.9985687493830816,0.9664907210585397,0.6906464088806129,0.12078118324279785
31,73,baseline,46,0.9356876123737956,0.9370396108408617,0.9982232750962393,0.9666642770091046,0.7048528517153076,3.4799749851226807
31,73,variance_threshold,44,0.9355493061638468,0.9368284549833271,0.9983219820353371,0.9665981746069671,0.6995253018211604,3.511103868484497
31,73,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6512657938873397,0.04334282875061035
31,73,mutual_info,10,0.9355954082338297,0.9367909238249594,0.9984206889744349,0.966624459469145,0.6391580823058383,0.1060187816619873
31,73,rfe,10,0.9342123461343415,0.9342863730689417,0.9999012930609021,0.9659808806350871,0.6404046459539583,0.03960704803466797
31,73,rfecv,30,0.9357798165137615,0.9369644759390486,0.9984206889744349,0.9667168422813179,0.7033471219121876,0.20998024940490723
31,73,l1,42,0.9356876123737956,0.9370396108408617,0.9982232750962393,0.9666642770091046,0.7048383806839984,0.3343629837036133
31,73,rf_topk,10,0.9356415103038126,0.9368343058256923,0.9984206889744349,0.9666475535168195,0.6738906814778189,0.034017086029052734
31,73,rf_median,23,0.9355032040938638,0.9367850692354004,0.9983219820353371,0.9665750806355274,0.6892537016310959,0.09652519226074219
32,74,baseline,46,0.9356415103038126,0.9368343058256923,0.9984206889744349,0.9666475535168195,0.7052338301076058,3.267559289932251
32,74,variance_threshold,43,0.9355954082338297,0.9367504746029541,0.9984700424439839,0.966626054134117,0.7015588098222592,3.025109052658081
32,74,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6540760923435535,0.03998088836669922
32,74,mutual_info,10,0.9356876123737956,0.9367563313116348,0.9985687493830816,0.9666754258140035,0.6172770713450855,0.09687304496765137
32,74,rfe,10,0.9339357337144438,0.9342281260089479,0.9996545257131576,0.9658345850320673,0.6329717336896453,0.0386967658996582
32,74,rfecv,29,0.9355032040938638,0.9367041718757235,0.9984206889744349,0.9665782746840584,0.7042383509406758,0.17960119247436523
32,74,l1,43,0.9356415103038126,0.9368343058256923,0.9984206889744349,0.9666475535168195,0.7052311362163357,0.28129005432128906
32,74,rf_topk,10,0.9357798165137615,0.9368835378559852,0.9985193959135327,0.9667200229352318,0.6799175551845353,0.03383588790893555
32,74,rf_median,23,0.9357337144437785,0.9368806149856441,0.9984700424439839,0.9666953363914373,0.6967318056483164,0.09430408477783203
33,75,baseline,46,0.9358720206537273,0.9370917681938203,0.998371335504886,0.9667614518865445,0.7105156529242984,3.172999858856201
33,75,variance_threshold,43,0.9360103268636761,0.9370600222304557,0.9985687493830816,0.9668371003966169,0.7054742426349186,2.9624760150909424
33,75,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.6571585083551037,0.041281938552856445
33,75,mutual_info,10,0.9359642247936932,0.93705710712797,0.9985193959135327,0.9668124148806537,0.6357783712166974,0.09119415283203125
33,75,rfe,10,0.9343967544142732,0.9343786027207748,1.0,0.9660762390635802,0.6533588783299864,0.03850197792053223
33,75,rfecv,31,0.9358259185837444,0.9370483602001112,0.998371335504886,0.9667383512544803,0.70849922350311,0.17694592475891113
33,75,l1,42,0.9358720206537273,0.9370917681938203,0.998371335504886,0.9667614518865445,0.710521627836987,0.27262401580810547
33,75,rf_topk,10,0.9358259185837444,0.937007874015748,0.9984206889744349,0.9667399407435726,0.6727558452432685,0.03300881385803223
33,75,rf_median,23,0.9358720206537273,0.9370107915335093,0.9984700424439839,0.9667646285809859,0.6945614272484615,0.09610438346862793
34,76,baseline,46,0.9354571020238809,0.9365395297167192,0.9985687493830816,0.9665599770696985,0.7090142920602253,2.986346960067749
34,76,variance_threshold,43,0.9355493061638468,0.9365858174412146,0.9986181028526305,0.9666077485310276,0.7038528654610605,2.677511215209961
34,76,chi2,10,0.9341201419943755,0.9341201419943755,1.0,0.9659380735585059,0.647985704969587,0.04295492172241211
34,76,mutual_info,10,0.9354571020238809,0.9365799463012684,0.9985193959135327,0.9665583795146188,0.6289931325804115,0.10336995124816895
